model,weight,auc,prob_threshold,TP,FP,FN,TN,n_positive,n_negative,recall,fn_rate,specificity,fp_rate,precision,tn_fp_ratio,large_threshold,n_train_large,n_test_large,mapping,event,instrument,n_train,n_test,train_start,train_end,test_start,test_end
RF,8,0.5716809545875811,0.45,31,34,73,132,104,166,0.2980769230769231,0.7019230769230769,0.7951807228915663,0.20481927710843373,0.47692307692307695,3.8823529411764706,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,8,0.5716809545875811,0.5,28,24,76,142,104,166,0.2692307692307692,0.7307692307692307,0.8554216867469879,0.14457831325301204,0.5384615384615384,5.916666666666667,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,8,0.5716809545875811,0.55,24,20,80,146,104,166,0.23076923076923078,0.7692307692307693,0.8795180722891566,0.12048192771084337,0.5454545454545454,7.3,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,8,0.5716809545875811,0.6000000000000001,20,13,84,153,104,166,0.19230769230769232,0.8076923076923077,0.9216867469879518,0.0783132530120482,0.6060606060606061,11.76923076923077,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,8,0.5716809545875811,0.6500000000000001,16,8,88,158,104,166,0.15384615384615385,0.8461538461538461,0.9518072289156626,0.04819277108433735,0.6666666666666666,19.75,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,8,0.5716809545875811,0.7000000000000001,3,4,101,162,104,166,0.028846153846153848,0.9711538461538461,0.9759036144578314,0.024096385542168676,0.42857142857142855,40.5,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,8,0.5716809545875811,0.7500000000000001,1,0,103,166,104,166,0.009615384615384616,0.9903846153846154,1.0,0.0,1.0,inf,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,8,0.5716809545875811,0.8,1,0,103,166,104,166,0.009615384615384616,0.9903846153846154,1.0,0.0,1.0,inf,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,8,0.5716809545875811,0.8500000000000001,0,0,104,166,104,166,0.0,1.0,1.0,0.0,0.0,inf,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,8,0.5716809545875811,0.9000000000000001,0,0,104,166,104,166,0.0,1.0,1.0,0.0,0.0,inf,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,10,0.5773285449490269,0.05,101,163,3,3,104,166,0.9711538461538461,0.028846153846153848,0.018072289156626505,0.9819277108433735,0.38257575757575757,0.018404907975460124,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,10,0.5773285449490269,0.1,96,155,8,11,104,166,0.9230769230769231,0.07692307692307693,0.06626506024096386,0.9337349397590361,0.38247011952191234,0.07096774193548387,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,10,0.5773285449490269,0.15000000000000002,78,115,26,51,104,166,0.75,0.25,0.3072289156626506,0.6927710843373494,0.40414507772020725,0.4434782608695652,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,10,0.5773285449490269,0.2,61,81,43,85,104,166,0.5865384615384616,0.41346153846153844,0.5120481927710844,0.4879518072289157,0.4295774647887324,1.0493827160493827,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
